Family,Collection,treatment,individual,sex,firststripe_(mm),secondstripe_(mm),orange_total,elytrasize,Lum_2stripe,UV_2stripe,SW_2stripe,MW_2stripe,LW_2stripe,DBL_2stripe,Meanref_2stripe,Lum_black,UV_black,SW_black,MW_black,LW_black,DBL_black,Meanref_black,Lum_1stripe,UV_1stripe,SW_1stripe,MW_1stripe,LW_1stripe,DBL_1stripe,Meanref_1stripe,bodysize_mg,eclosionfluid,care_low_high,orange_prop,firststripe_prop,secondstripe_prop
3072,F34,0_hours,8,female,17.57,6.34,23.91,52.59,8959.62,459.19,1851.78,7972.56,13682.14,8959.62,5991.42,2570.85,955.79,1440.74,2627.36,3195.51,2570.85,2054.85,10229.63,462.88,1884.43,8906.25,16011.11,10229.63,6816.17,158.5,17.9,1,0.45,0.33,0.12
3072,F34,0_hours,9,male,13.01,3.58,16.59,50.70,7270.48,350.43,1549.51,6582.43,10955.34,7270.48,4859.43,1782.87,1160.03,1579.97,2066.62,1655.09,1782.87,1615.43,9746.06,460.92,1905.97,8692.48,14864.21,9746.06,6480.89,140.4,13.8,1,0.33,0.26,0.07
3072,F34,0_hours,14,male,17.31,6.25,23.56,52.98,8995.50,393.11,1744.39,7923.69,13922.60,8995.50,5995.95,1583.76,1114.10,1498.19,1930.21,1308.92,1583.76,1462.85,9946.42,465.64,1945.18,8719.55,15435.84,9946.42,6641.55,178.4,24.8,1,0.44,0.33,0.12
3072,F34,0_hours,17,female,12.67,3.88,16.55,54.87,7533.19,510.59,1779.49,6731.96,11417.25,7533.19,5109.82,2098.99,1328.32,1742.16,2309.64,2152.44,2098.99,1883.14,9327.62,326.79,1881.12,8128.93,14560.03,9327.62,6224.22,185.2,13.6,1,0.30,0.23,0.07
3072,F34,0_hours,21,male,16.36,5.62,21.98,55.02,8639.69,365.51,1804.73,7701.64,13186.31,8639.69,5764.55,1626.51,1210.30,1510.27,1946.37,1404.77,1626.51,1517.93,9526.10,568.94,2014.63,8222.62,14941.99,9526.10,6437.04,165.6,5.7,1,0.40,0.30,0.10
3076,F34,0_hours,2,female,5.26,1.88,7.14,46.00,6596.99,441.70,1589.72,5859.09,10079.04,6596.99,4492.39,1620.18,1084.17,1663.08,1985.56,1256.97,1620.18,1497.44,8565.56,520.10,1858.32,7384.84,13466.20,8565.56,5807.37,129.5,14.6,1,0.16,0.11,0.04
3076,F34,0_hours,3,male,6.63,2.01,8.64,49.13,7360.31,301.56,1492.83,6547.72,11317.70,7360.31,4914.95,1562.24,1036.05,1484.42,1906.61,1288.71,1562.24,1428.95,7717.83,238.25,1413.59,6649.71,12285.99,7717.83,5146.89,138,3.6,1,0.18,0.13,0.04
3076,F34,0_hours,6,female,4.43,0.99,5.43,46.60,5671.71,730.10,1675.33,5226.83,8271.09,5671.71,3975.84,1505.14,1030.95,1510.27,1873.01,1156.29,1505.14,1392.63,9165.87,962.07,2184.49,7902.15,14299.03,9165.87,6336.93,129.7,12.3,1,0.12,0.10,0.02
3076,F34,0_hours,7,female,5.89,2.83,8.71,45.87,9108.68,265.61,1670.75,8086.34,14037.61,9108.68,6015.08,1904.03,1277.31,1977.30,2246.22,1561.91,1904.03,1765.68,13354.44,1629.44,3682.73,11962.72,19724.71,13354.44,9249.90,135.3,11.5,1,0.19,0.13,0.06
3076,F34,0_hours,8,male,4.89,2.54,7.43,46.61,10875.83,645.25,2180.46,9795.00,16397.97,10875.83,7254.67,1848.48,2056.84,1954.48,2172.37,1533.49,1848.48,1929.30,10089.12,487.90,1823.02,8723.59,15907.64,10089.12,6735.54,136.4,6.3,1,0.16,0.10,0.05
3076,F34,0_hours,10,male,4.95,2.05,7.00,42.81,10031.66,662.29,2157.20,9253.34,14714.57,10031.66,6696.85,1699.36,1553.61,1714.90,2075.21,1341.65,1699.36,1671.34,9619.42,409.31,1731.44,8324.05,15192.72,9619.42,6414.38,120.7,3.6,1,0.16,0.12,0.05
3076,F34,0_hours,13,male,5.10,1.85,6.95,45.72,8985.12,544.59,1884.55,8041.30,13634.64,8985.12,6026.27,1748.89,1194.48,1816.11,2147.68,1320.87,1748.89,1619.78,12628.21,1188.51,3287.87,11287.48,18812.52,12628.21,8644.10,127.2,12.6,1,0.15,0.11,0.04
3076,F34,0_hours,19,male,7.18,2.98,10.16,47.44,9326.10,546.36,1814.58,8330.59,14225.52,9326.10,6229.26,1693.48,1161.14,1555.42,2016.61,1477.94,1693.48,1552.78,9270.16,259.57,1583.34,7913.44,14863.95,9270.16,6155.08,135.9,17.6,1,0.21,0.15,0.06
3076,F34,0_hours,24,female,5.72,2.34,8.06,44.16,7533.70,417.97,1581.83,6819.56,11333.29,7533.70,5038.16,1351.44,825.23,1272.19,1697.83,1071.93,1351.44,1216.79,9479.69,392.22,1734.36,8206.37,14946.11,9479.69,6319.76,117.5,8.2,1,0.18,0.13,0.05
3076,F34,0_hours,25,female,3.65,2.13,5.78,41.51,9665.55,555.84,1804.95,8767.04,14547.12,9665.55,6418.74,2766.24,1989.70,2733.53,3109.67,2454.51,2766.24,2571.85,11797.05,757.72,2539.49,10431.22,18010.98,11797.05,7934.85,99.9,7.5,1,0.14,0.09,0.05
3079,F34,0_hours,2,female,13.21,5.10,18.31,43.10,8147.18,330.35,1551.24,7329.61,12397.26,8147.18,5402.11,1576.32,981.14,1463.20,1960.78,1245.69,1576.32,1412.70,9769.01,689.24,2122.58,8686.74,14864.64,9769.01,6590.80,100,4.8,1,0.42,0.31,0.12
3079,F34,0_hours,3,female,9.28,3.16,12.44,35.18,9167.98,426.17,1775.17,8491.51,13475.70,9167.98,6042.14,2200.29,908.42,1461.99,2338.01,2522.45,2200.29,1807.72,9537.32,496.85,1866.20,8744.05,14145.31,9537.32,6313.10,71.7,7.2,1,0.35,0.26,0.09
3079,F34,0_hours,8,male,14.93,4.86,19.79,49.23,9053.90,380.56,1574.62,8031.29,13988.32,9053.90,5993.70,1454.03,907.53,1312.23,1766.86,1252.02,1454.03,1309.66,9813.51,394.40,1759.96,8581.38,15327.40,9813.51,6515.78,144.3,11.4,1,0.40,0.30,0.10
3079,F34,0_hours,10,female,11.04,3.77,14.81,44.19,9863.69,889.44,2320.76,8899.51,14703.90,9863.69,6703.40,2111.56,1733.02,2074.01,2467.69,1793.70,2111.56,2017.10,10447.56,711.12,2310.23,9260.68,15909.92,10447.56,7047.99,100.8,6.4,1,0.34,0.25,0.09
3079,F34,0_hours,15,male,9.21,2.77,11.98,39.95,7414.75,880.74,1882.93,6808.23,10875.40,7414.75,5111.82,1700.98,937.41,1363.73,1962.56,1662.41,1700.98,1481.53,7264.91,392.98,1560.61,6509.35,11056.79,7264.91,4879.93,102.7,18.2,1,0.30,0.23,0.07
3079,F34,0_hours,17,male,9.90,3.20,13.10,42.10,8985.42,345.97,1703.41,8437.16,13052.16,8985.42,5884.67,1798.07,1144.25,1670.04,2153.54,1526.25,1798.07,1623.52,8477.11,419.01,1727.20,7728.44,12655.56,8477.11,5632.55,84.9,6.7,1,0.31,0.24,0.08
3079,F34,0_hours,20,male,9.67,3.79,13.46,44.25,9550.14,726.17,2271.46,8555.70,14343.17,9550.14,6474.13,1726.65,1101.32,1569.24,2087.81,1458.20,1726.65,1554.14,7958.82,429.51,1591.14,7018.90,12316.31,7958.82,5338.96,144.5,6.7,1,0.30,0.22,0.09
3079,F34,0_hours,21,male,10.11,4.47,14.58,43.81,9100.83,360.31,1748.61,8360.54,13517.37,9100.83,5996.71,1732.99,1347.85,1603.70,2096.56,1448.26,1732.99,1624.09,7940.99,531.26,2162.76,7439.94,11318.67,7940.99,5363.16,104.3,12.8,1,0.33,0.23,0.10
3079,F34,0_hours,22,female,13.19,3.92,17.11,45.54,8501.06,567.29,1875.65,7793.05,12562.88,8501.06,5699.72,1574.83,911.68,1262.21,1866.74,1478.79,1574.83,1379.85,8057.01,336.13,1575.45,7268.65,12210.74,8057.01,5347.74,101.1,5.3,1,0.38,0.29,0.09
3079,F34,0_hours,24,male,12.69,4.07,16.76,48.07,9255.36,397.83,1789.04,8408.93,13895.96,9255.36,6122.94,1625.38,1109.14,1599.13,1980.84,1307.43,1625.38,1499.14,10973.65,567.46,2190.55,9774.05,16717.00,10973.65,7312.26,122.3,6.3,1,0.35,0.26,0.08
3085,F34,0_hours,7,male,10.61,4.81,15.42,39.81,7637.76,317.16,1373.88,6726.75,11913.48,7637.76,5082.82,1484.12,1018.16,1405.99,1877.30,1128.49,1484.12,1357.48,9693.78,920.25,2126.81,8227.57,15410.28,9693.78,6671.23,114,7.5,1,0.39,0.27,0.12
3085,F34,0_hours,13,male,14.60,5.95,20.55,44.47,9800.95,189.60,1742.13,8650.40,15196.19,9800.95,6444.58,1810.80,1183.41,1604.50,2184.47,1535.02,1810.80,1626.85,9516.11,299.55,1757.50,8302.50,14892.76,9516.11,6313.08,140.9,10,1,0.46,0.33,0.13
3085,F34,0_hours,14,female,10.92,4.26,15.18,38.56,11658.83,1120.01,2833.63,10380.69,17524.67,11658.83,7964.75,1733.54,1101.00,1725.40,2110.49,1372.24,1733.54,1577.28,11856.69,1835.30,3278.14,10317.59,18053.04,11856.69,8371.02,113.6,9.8,1,0.39,0.28,0.11
3085,F34,0_hours,15,female,9.66,4.16,13.82,37.05,9006.41,665.03,2111.78,7971.40,13726.78,9006.41,6118.75,1681.70,1225.15,1710.54,2032.42,1345.75,1681.70,1578.47,9390.73,729.02,2192.15,8065.58,14727.46,9390.73,6428.55,122.8,7.8,1,0.37,0.26,0.11
3085,F34,0_hours,17,female,12.56,5.32,17.88,45.24,8765.26,512.17,1838.98,7837.51,13326.12,8765.26,5878.69,1911.52,1588.44,1923.75,2273.10,1567.18,1911.52,1838.12,10834.27,825.07,2323.27,9273.37,17087.24,10834.27,7377.24,127.5,15.1,1,0.40,0.28,0.12
3085,F34,0_hours,19,female,13.83,5.59,19.42,43.99,8955.37,483.24,1780.31,7873.26,13856.49,8955.37,5998.33,1621.27,1224.45,1549.68,1938.36,1383.49,1621.27,1524.00,9200.91,469.69,1784.02,7805.79,14747.31,9200.91,6201.70,120,9.4,1,0.44,0.31,0.13
3085,F34,0_hours,24,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.4,10.5,1,NA,NA,NA
3085,F34,0_hours,25,male,10.80,4.34,15.14,40.81,8864.85,316.09,1609.03,7928.27,13570.63,8864.85,5856.00,2096.93,1120.41,1631.61,2392.24,2055.75,2096.93,1800.00,9132.26,403.95,1709.33,7833.14,14520.07,9132.26,6116.62,108.2,7.6,1,0.37,0.26,0.11
3095,F34,0_hours,3,female,19.78,11.17,30.95,59.09,9476.58,324.37,1891.58,8446.38,14460.59,9476.58,6280.73,1482.08,912.86,1360.12,1818.63,1232.10,1482.08,1330.93,8215.18,437.81,1744.26,6835.27,13356.85,8215.18,5593.55,145.1,22.2,1,0.52,0.33,0.19
3095,F34,0_hours,4,female,18.24,7.52,25.76,50.70,8151.29,704.87,1979.31,7255.53,12346.84,8151.29,5571.64,1533.00,908.98,1447.25,1878.15,1253.85,1533.00,1372.06,9297.55,549.31,1925.83,7802.24,14987.77,9297.55,6316.29,116.7,17,1,0.51,0.36,0.15
3095,F34,0_hours,5,female,18.89,7.35,26.24,54.83,9113.60,467.50,1933.19,7965.35,14136.47,9113.60,6125.63,1541.14,1004.81,1458.42,1897.42,1245.41,1541.14,1401.51,9483.42,744.54,2038.95,7887.48,15366.94,9483.42,6509.48,131.4,7.6,1,0.48,0.34,0.13
3095,F34,0_hours,6,female,19.17,7.78,26.95,55.04,8263.17,309.44,1581.05,7176.40,13000.02,8263.17,5516.73,1362.14,922.38,1244.36,1715.68,1090.67,1362.14,1243.27,6418.12,335.38,1302.36,5287.12,10619.84,6418.12,4386.17,155.6,5,1,0.49,0.35,0.14
3095,F34,0_hours,7,male,20.13,9.45,29.58,58.71,8023.42,239.67,1536.46,7044.20,12496.28,8023.42,5329.15,2089.11,848.17,1421.14,2285.74,2294.70,2089.11,1712.44,8891.00,513.43,1658.84,7364.00,14588.16,8891.00,6031.11,196,5.1,1,0.50,0.34,0.16
3095,F34,0_hours,14,male,18.79,5.23,24.02,53.08,9998.54,373.38,1757.23,8808.05,15512.89,9998.54,6612.89,1585.38,1074.02,1422.67,1918.60,1361.17,1585.38,1444.12,12233.25,1691.28,3202.65,10561.19,18838.04,12233.25,8573.29,146.4,17.6,1,0.45,0.35,0.10
3095,F34,0_hours,15,male,20.30,9.56,29.86,56.13,10447.68,246.92,1807.28,9244.88,16139.84,10447.68,6859.73,1777.25,827.95,1497.49,2031.39,1728.82,1777.25,1521.41,9233.82,249.52,1661.58,7736.57,15011.24,9233.82,6164.73,162.6,1,1,0.53,0.36,0.17
3095,F34,0_hours,16,male,12.19,3.87,16.06,44.13,8616.90,580.31,1960.12,7842.61,12795.41,8616.90,5794.61,2090.56,1094.23,1633.22,2367.09,2072.80,2090.56,1791.84,9659.27,410.23,1949.86,8432.91,15040.81,9659.27,6458.45,101.9,10.4,1,0.36,0.28,0.09
40117,F34,0_hours,1,female,12.82,7.39,20.21,50.43,8417.40,732.05,1806.85,7365.31,13050.62,8417.40,5738.70,1639.91,1206.37,1625.57,1994.03,1315.77,1639.91,1535.44,9318.62,660.02,1893.20,7849.76,14997.48,9318.62,6350.12,143.3,14.3,1,0.40,0.25,0.15
40117,F34,0_hours,2,male,16.80,8.12,24.92,49.65,8661.21,621.09,1754.04,7615.39,13418.45,8661.21,5852.24,1591.25,1044.40,1419.86,1941.30,1346.69,1591.25,1438.06,9556.84,471.72,1788.63,8148.01,15266.20,9556.84,6418.64,155.7,13.1,1,0.50,0.34,0.16
40117,F34,0_hours,3,female,12.91,7.41,20.32,51.49,12448.39,1927.71,2494.92,11089.22,18932.56,12448.39,8611.10,2723.33,1441.84,2547.77,3036.62,2515.19,2723.33,2385.35,11673.43,881.30,2160.39,9952.43,18594.11,11673.43,7897.05,158,10,1,0.39,0.25,0.14
40117,F34,0_hours,5,female,11.42,5.31,16.73,47.68,9590.47,581.63,1856.70,8612.31,14562.20,9590.47,6403.21,1634.44,1211.57,1562.58,2009.22,1304.15,1634.44,1521.88,9839.29,672.82,1967.73,8457.88,15542.60,9839.29,6660.26,127.4,2.5,1,0.35,0.24,0.11
40117,F34,0_hours,7,male,14.28,5.75,20.03,45.96,8647.53,647.68,1726.57,7791.64,13095.18,8647.53,5815.26,1658.20,1084.42,1509.43,2071.53,1299.64,1658.20,1491.25,10219.58,654.23,1819.71,8833.38,16142.16,10219.58,6862.37,138.1,2.2,1,0.44,0.31,0.13
40117,F34,0_hours,8,male,17.93,8.78,26.71,51.03,9911.24,682.32,1865.30,8722.39,15365.73,9911.24,6658.93,1760.59,1375.70,1644.73,2159.53,1411.88,1760.59,1647.96,9781.46,496.99,1742.04,8460.04,15461.39,9781.46,6540.12,154.6,11.7,1,0.52,0.35,0.17
40117,F34,0_hours,11,male,11.96,4.45,16.41,42.14,8561.92,422.94,1672.95,7751.03,12929.83,8561.92,5694.19,1498.83,996.49,1411.24,1918.73,1112.20,1498.83,1359.66,9605.52,476.19,1722.41,8397.71,15033.26,9605.52,6407.39,107.7,16.3,1,0.39,0.28,0.11
40117,F34,0_hours,12,male,14.15,5.99,20.14,45.69,7885.04,411.38,1500.37,7110.02,11990.84,7885.04,5253.15,1759.01,973.44,1427.92,2128.34,1547.46,1759.01,1519.29,8953.65,600.13,1726.23,7723.57,14164.26,8953.65,6053.55,128,4.1,1,0.44,0.31,0.13
40117,F34,0_hours,19,female,10.94,4.03,14.97,39.22,6939.90,655.21,1672.82,6429.34,10144.57,6939.90,4725.48,1421.23,907.01,1301.13,1813.03,1083.66,1421.23,1276.21,10463.41,918.51,2155.62,9353.52,15871.46,10463.41,7074.78,92.2,4.2,1,0.38,0.28,0.10
40120,F34,0_hours,2,female,14.37,5.96,20.33,52.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.3,9.3,1,0.39,0.27,0.11
40120,F34,0_hours,3,male,11.52,4.80,16.32,47.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.5,11.8,1,0.34,0.24,0.10
40120,F34,0_hours,4,female,10.33,3.70,14.03,48.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.3,6.9,1,0.29,0.21,0.08
40120,F34,0_hours,6,male,13.35,5.61,18.96,46.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.9,16.6,1,0.41,0.29,0.12
40120,F34,0_hours,8,male,11.98,3.79,15.77,50.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.3,4.1,1,0.31,0.24,0.08
40120,F34,0_hours,13,male,13.67,4.35,18.02,52.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.9,14.6,1,0.35,0.26,0.08
40121,F34,0_hours,4,male,11.10,3.90,15.00,40.51,10154.47,2114.92,2980.57,9083.27,15031.36,10154.47,7302.53,2902.53,1493.57,2212.90,3039.85,3197.21,2902.53,2485.88,10090.87,1245.20,2265.52,8712.85,15750.50,10090.87,6993.52,135.7,5.5,1,0.37,0.27,0.10
40121,F34,0_hours,5,female,14.89,3.68,18.57,57.53,6554.73,403.36,1464.47,5834.56,10049.78,6554.73,4438.04,1639.15,1082.06,1561.02,1989.85,1352.04,1639.15,1496.24,9172.25,953.16,2023.74,7857.77,14469.11,9172.25,6325.94,165.1,13.8,1,0.32,0.26,0.06
40121,F34,0_hours,7,male,16.31,5.55,21.86,56.82,6999.64,398.69,1458.31,6106.74,10969.24,6999.64,4733.24,1575.63,999.10,1480.08,1934.97,1281.23,1575.63,1423.85,8313.71,831.44,1660.52,6920.23,13552.75,8313.71,5741.24,175,38.4,1,0.38,0.29,0.10
40121,F34,0_hours,8,male,14.13,5.69,19.82,60.01,7069.89,443.34,1417.75,6131.75,11158.46,7069.89,4787.82,1501.35,1040.48,1412.43,1854.91,1212.71,1501.35,1380.13,7609.78,485.48,1513.73,6313.30,12475.25,7609.78,5196.94,182.3,25.7,1,0.33,0.24,0.09
40121,F34,0_hours,10,female,17.03,8.03,25.06,57.52,9689.53,438.30,1725.55,8562.49,14983.22,9689.53,6427.39,1584.84,1051.53,1472.80,1939.74,1307.19,1584.84,1442.82,10098.42,423.65,1876.75,8611.61,16116.67,10098.42,6757.17,182.6,NA,1,0.44,0.30,0.14
40121,F34,0_hours,13,male,14.27,5.80,20.07,46.87,7199.41,342.33,1558.19,6452.13,10955.61,7199.41,4827.07,2251.96,2309.08,2023.87,2515.53,2176.23,2251.96,2256.18,8248.21,424.51,1586.65,7081.29,13109.88,8248.21,5550.58,118.5,17.4,1,0.43,0.30,0.12
40121,F34,0_hours,15,female,13.37,5.84,19.21,49.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.5,0,1,0.39,0.27,0.12
40121,F34,0_hours,17,male,17.03,8.03,25.06,57.52,7117.01,576.57,1564.13,6095.07,11295.52,7117.01,4882.82,1413.78,839.03,1352.65,1776.40,1099.10,1413.78,1266.79,8079.59,405.30,1519.15,6618.25,13402.70,8079.59,5486.35,182.2,9.2,1,0.44,0.30,0.14
40142,F34,0_hours,3,male,11.38,4.20,15.58,44.09,12600.86,1984.85,3638.43,11311.63,18540.89,12600.86,8868.95,3976.09,3326.29,4027.97,4337.86,3587.96,3976.09,3820.02,8588.77,402.22,1695.27,7208.61,13918.10,8588.77,5806.05,110.2,11.4,1,0.35,0.26,0.10
40142,F34,0_hours,4,female,10.23,3.00,13.23,47.70,6716.75,507.31,1652.48,6042.93,10113.94,6716.75,4579.16,1717.29,1251.91,1723.51,2056.74,1411.48,1717.29,1610.91,7810.68,347.96,1469.74,6631.02,12573.38,7810.68,5255.52,107.2,17.3,1,0.28,0.21,0.06
40142,F34,0_hours,4,male,13.24,2.52,15.76,49.04,6383.64,408.10,1413.50,5751.22,9683.81,6383.64,4314.16,1843.38,1102.42,1668.37,2208.34,1570.06,1843.38,1637.30,8893.65,843.71,1908.13,7643.72,14011.31,8893.65,6101.72,100.7,8,1,0.32,0.27,0.05
40142,F34,0_hours,6,female,13.50,5.29,18.79,55.97,8439.23,745.50,1695.67,7479.02,12980.58,8439.23,5725.19,3094.17,2477.22,2693.17,3400.84,3000.98,3094.17,2893.05,8479.44,544.09,1642.80,7044.17,13869.77,8479.44,5775.21,153.7,12.8,1,0.34,0.24,0.09
40142,F34,0_hours,8,male,12.87,4.14,17.01,44.83,6521.09,556.74,1629.46,5761.82,9988.13,6521.09,4484.04,1551.38,976.15,1470.04,1893.98,1272.88,1551.38,1403.26,9453.79,865.66,2231.14,7966.45,15076.34,9453.79,6534.90,136.8,18.7,1,0.38,0.29,0.09
40142,F34,0_hours,9,male,10.66,2.46,13.12,42.84,6746.30,257.57,1348.94,6123.34,10212.32,6746.30,4485.54,1596.96,1208.96,1541.08,1951.53,1293.61,1596.96,1498.79,9066.12,484.53,1654.97,7925.02,14192.77,9066.12,6064.32,88.7,8.3,1,0.31,0.25,0.06
40142,F34,0_hours,16,female,14.03,4.54,18.57,52.19,6732.36,367.90,1411.74,6021.47,10318.35,6732.36,4529.86,1342.27,730.07,1224.31,1744.05,991.16,1342.27,1172.40,8979.31,618.61,1888.94,7543.61,14482.10,8979.31,6133.31,158.7,36.3,1,0.36,0.27,0.09
40142,F34,0_hours,21,female,13.24,2.52,15.76,49.04,6303.49,1178.93,2130.60,5804.79,9028.88,6303.49,4535.80,1439.77,935.65,1282.94,1779.07,1201.65,1439.77,1299.83,7529.57,539.44,1573.58,6437.73,11991.27,7529.57,5135.51,138,14.7,1,0.32,0.27,0.05
40142,F34,0_hours,24,female,11.36,2.76,14.12,37.76,5181.78,1106.07,2106.07,4950.06,7041.76,5181.78,3800.99,1278.23,827.95,1195.10,1627.25,993.65,1278.23,1160.99,8382.67,158.78,1390.73,6958.90,13824.46,8382.67,5583.22,99,26.8,1,0.37,0.30,0.07
106,F30,8_hours,1,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.1,4.9,1,NA,NA,NA
106,F30,8_hours,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.1,17.2,1,NA,NA,NA
106,F30,8_hours,3,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,6.3,1,NA,NA,NA
106,F30,8_hours,5,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8,20.9,1,NA,NA,NA
106,F30,8_hours,7,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,10.4,1,NA,NA,NA
106,F30,8_hours,8,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.9,15.9,1,NA,NA,NA
106,F30,8_hours,9,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.7,4.1,1,NA,NA,NA
106,F30,8_hours,10,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.7,1.4,1,NA,NA,NA
106,F30,8_hours,11,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.3,14.9,1,NA,NA,NA
106,F30,8_hours,12,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.4,1.2,1,NA,NA,NA
109,F30,8_hours,1,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.4,5.5,1,NA,NA,NA
109,F30,8_hours,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.6,5.7,1,NA,NA,NA
109,F30,8_hours,3,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.6,17.3,1,NA,NA,NA
109,F30,8_hours,4,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.1,5.9,1,NA,NA,NA
109,F30,8_hours,8,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.8,23.5,1,NA,NA,NA
109,F30,8_hours,10,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.2,20.4,1,NA,NA,NA
109,F30,8_hours,13,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.4,11.9,1,NA,NA,NA
109,F30,8_hours,18,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.3,27.8,1,NA,NA,NA
109,F30,8_hours,22,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.1,2.7,1,NA,NA,NA
109,F30,8_hours,23,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.1,13.6,1,NA,NA,NA
115,F30,8_hours,1,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.5,15.4,1,NA,NA,NA
115,F30,8_hours,3,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6,22,1,NA,NA,NA
115,F30,8_hours,4,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.1,8.8,1,NA,NA,NA
115,F30,8_hours,5,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.9,24.3,1,NA,NA,NA
115,F30,8_hours,6,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.4,16.9,1,NA,NA,NA
