Family,Collection,treatment,individual,sex,firststripe_(mm),secondstripe_(mm),orange_total,elytrasize,Lum_2stripe,UV_2stripe,SW_2stripe,MW_2stripe,LW_2stripe,DBL_2stripe,Meanref_2stripe,Lum_black,UV_black,SW_black,MW_black,LW_black,DBL_black,Meanref_black,Lum_1stripe,UV_1stripe,SW_1stripe,MW_1stripe,LW_1stripe,DBL_1stripe,Meanref_1stripe,bodysize_mg,eclosionfluid,care_low_high,orange_prop,firststripe_prop,secondstripe_prop
40128,F34,control,3,female,17.76,5.00,22.76,59.06,7180.64,612.82,1501.01,6190.87,11347.97,7180.64,4913.17,1560.96,1036.54,1439.33,1879.39,1346.25,1560.96,1425.38,9015.83,724.71,1846.55,7389.68,14847.09,9015.83,6202.01,208.1,12.1,2,0.39,0.30,0.08
40128,F34,control,4,male,15.84,4.70,20.54,58.58,6435.00,444.01,1358.42,5614.83,10107.23,6435.00,4381.12,1727.04,942.76,1318.23,1960.64,1776.94,1727.04,1499.64,8311.82,636.59,1804.70,6946.04,13457.61,8311.82,5711.24,239.5,9.1,2,0.35,0.27,0.08
40128,F34,control,5,male,19.37,5.72,25.09,62.98,7861.25,527.51,1575.31,6691.11,12582.67,7861.25,5344.15,1730.73,1152.87,1573.99,2090.94,1459.07,1730.73,1569.22,9308.10,1382.10,2461.70,7490.36,15336.15,9308.10,6667.58,238.8,25.3,2,0.40,0.31,0.09
40128,F34,control,6,male,20.70,7.20,27.90,65.31,11126.35,640.76,2024.73,9437.07,17827.72,11126.35,7482.57,2930.63,1200.93,2432.25,3113.30,3071.70,2930.63,2454.55,12396.85,2418.47,3539.53,10348.74,19578.27,12396.85,8971.25,247.1,5.1,2,0.43,0.32,0.11
40128,F34,control,7,male,21.69,4.31,26.00,64.17,9016.94,172.53,1564.34,7760.00,14354.09,9016.94,5962.74,2108.27,880.94,1261.75,2159.82,2638.39,2108.27,1735.23,9772.03,1507.52,2918.13,8168.60,15431.41,9772.03,7006.42,251.8,14.9,2,0.41,0.34,0.07
40128,F34,control,9,male,17.43,5.76,23.19,62.53,9226.73,603.97,1785.95,8081.69,14338.49,9226.73,6202.53,2288.57,1168.80,1649.51,2369.83,2670.26,2288.57,1964.60,10226.96,857.06,2361.43,8528.17,16450.80,10226.96,7049.37,234.9,3.4,2,0.37,0.28,0.09
40128,F34,control,12,female,17.28,5.00,22.28,65.31,8719.95,341.15,1560.78,7652.44,13616.22,8719.95,5792.65,2432.54,1050.69,1553.29,2481.67,2971.26,2432.54,2014.23,11563.48,902.76,2505.27,9842.48,18287.40,11563.48,7884.48,258.4,7.7,2,0.34,0.26,0.08
40138,F34,control,1,female,15.18,5.59,20.77,52.75,7644.13,334.43,1599.89,6854.64,11628.28,7644.13,5104.31,1922.53,946.05,1570.53,2231.65,1813.82,1922.53,1640.51,8436.64,229.02,1622.40,7383.09,13187.11,8436.64,5605.40,131.3,11.6,2,0.39,0.29,0.11
40138,F34,control,5,male,19.43,5.23,24.66,50.18,8667.60,35.10,1338.28,7535.42,13757.68,8667.60,5666.62,2242.07,1189.04,1531.37,2393.06,2551.32,2242.07,1916.20,9909.24,363.64,1687.87,8311.06,16125.25,9909.24,6621.96,197.6,13.3,2,0.49,0.39,0.10
40138,F34,control,7,male,17.86,6.82,24.68,59.31,10426.75,233.48,1753.78,9230.00,16118.61,10426.75,6833.97,1710.20,1068.57,1568.55,2100.24,1380.83,1710.20,1529.55,12271.12,774.19,2693.74,10809.14,18777.64,12271.12,8263.68,173.6,33.1,2,0.42,0.30,0.11
40138,F34,control,8,female,18.44,7.06,25.50,57.07,7727.98,236.07,1515.75,6966.25,11741.49,7727.98,5114.89,3215.79,2692.26,3357.22,3587.25,2786.20,3215.79,3105.73,8193.93,333.26,1567.85,6984.86,13125.83,8193.93,5502.95,202.4,27.5,2,0.45,0.32,0.12
40138,F34,control,9,male,12.12,5.49,17.61,67.95,8609.23,494.80,1759.12,7726.67,13048.84,8609.23,5757.36,2134.79,1087.31,1591.28,2397.60,2177.87,2134.79,1813.52,10441.89,573.92,1956.28,9096.06,16313.12,10441.89,6984.84,102.3,20.8,2,0.26,0.18,0.08
40138,F34,control,12,female,17.88,7.73,25.61,53.95,11525.75,682.04,2240.72,10186.48,17699.72,11525.75,7702.24,1815.39,1070.48,1509.39,2088.11,1752.16,1815.39,1605.04,13065.03,1458.28,3121.56,11465.97,19916.74,13065.03,8990.64,223.9,25.3,2,0.47,0.33,0.14
40138,F34,control,13,male,14.51,7.25,21.76,49.65,9952.62,408.51,1858.06,8778.38,15389.10,9952.62,6608.51,1721.80,1290.81,1689.79,2059.18,1433.88,1721.80,1618.42,10795.54,1039.96,2468.62,9324.37,16809.74,10795.54,7410.67,171.1,10.1,2,0.44,0.29,0.15
40138,F34,control,18,female,19.34,7.54,26.88,60.08,8865.15,414.60,1779.80,7719.62,13849.03,8865.15,5940.76,1732.43,1160.70,1682.31,2089.71,1416.84,1732.43,1587.39,10011.89,659.88,2160.25,8617.36,15714.76,10011.89,6788.06,197.3,19,2,0.45,0.32,0.13
40138,F34,control,23,male,18.83,6.97,25.80,67.19,8818.77,172.78,1599.60,7729.13,13777.65,8818.77,5819.79,1678.58,1021.35,1498.42,1999.38,1480.63,1678.58,1499.95,9299.64,314.54,1743.71,8033.97,14681.48,9299.64,6193.42,224.5,18.7,2,0.38,0.28,0.10
40138,F34,control,24,female,16.42,6.97,23.39,55.49,8097.65,121.55,1536.63,7283.99,12343.33,8097.65,5321.37,2655.38,2094.16,2546.76,3027.67,2342.44,2655.38,2502.75,8582.78,48.47,1423.39,7446.21,13603.47,8582.78,5630.38,156.7,7.6,2,0.42,0.30,0.13
40144,F34,control,8,male,16.43,5.79,22.22,57.44,10061.52,505.76,1774.61,8921.52,15495.35,10061.52,6674.31,1919.39,1245.51,1715.32,2288.61,1650.99,1919.39,1725.11,10345.31,322.48,1758.49,8956.21,16332.14,10345.31,6842.33,140.2,17.8,2,0.39,0.29,0.10
40144,F34,control,11,male,13.96,5.15,19.11,56.18,9844.02,218.68,1705.37,8749.47,15180.61,9844.02,6463.53,1969.66,1224.22,1670.84,2310.55,1790.39,1969.66,1749.00,9016.71,385.04,1717.34,7801.49,14218.56,9016.71,6030.61,145.3,30.3,2,0.34,0.25,0.09
40144,F34,control,14,female,13.52,4.80,18.32,46.65,6797.98,626.35,1861.26,6209.55,9996.62,6797.98,4673.45,3384.58,2614.36,3302.15,3697.84,3137.02,3384.58,3187.84,7508.66,168.00,1398.69,6610.48,11710.17,7508.66,4971.84,107.9,12.3,2,0.39,0.29,0.10
40144,F34,control,17,male,20.26,8.36,28.62,64.42,9348.18,484.15,1825.88,8238.87,14449.54,9348.18,6249.61,1558.35,1119.03,1533.40,1928.04,1221.60,1558.35,1450.52,10765.22,547.33,2082.52,9156.69,17173.96,10765.22,7240.13,163.9,19,2,0.44,0.31,0.13
40144,F34,control,19.1,male,16.79,7.34,24.13,50.56,8550.36,227.03,1435.69,7528.60,13350.77,8550.36,5635.52,1706.18,1055.28,1417.09,2093.88,1448.63,1706.18,1503.72,9156.53,514.36,1755.11,7851.56,14548.95,9156.53,6167.50,130.6,19.8,2,0.48,0.33,0.15
40144,F34,control,19.2,male,12.49,5.49,17.98,57.18,9722.82,801.37,2082.22,8543.48,14996.02,9722.82,6605.77,1810.35,1307.67,1634.37,2203.46,1494.96,1810.35,1660.12,9203.06,404.13,1681.59,7816.45,14782.79,9203.06,6171.24,167.8,19.4,2,0.31,0.22,0.10
40144,F34,control,20,male,16.80,6.47,23.27,59.40,7826.05,261.45,1455.67,6950.61,12079.42,7826.05,5186.79,1514.37,922.08,1301.61,1896.35,1233.31,1514.37,1338.34,13379.04,2282.13,3949.48,11858.25,19876.35,13379.04,9491.55,181.1,8,2,0.39,0.28,0.11
40144,F34,control,21,female,14.66,6.18,20.84,56.71,10644.78,881.56,2371.48,9527.05,16036.47,10644.78,7204.14,3363.41,2844.20,3301.83,3668.09,3126.07,3363.41,3235.05,10541.39,340.43,1760.14,9198.51,16534.78,10541.39,6958.47,178.7,10.2,2,0.37,0.26,0.11
40144,F34,control,23,female,17.81,8.24,26.05,60.73,9106.06,256.07,1560.58,8037.56,14139.53,9106.06,5998.44,2052.49,1048.11,1407.55,2329.53,2108.60,2052.49,1723.45,10493.20,978.76,2490.81,8991.68,16451.44,10493.20,7228.17,169.1,NA,2,0.43,0.29,0.14
40144,F34,control,24,female,14.90,6.36,21.26,58.35,9830.57,810.67,2204.47,8644.04,15109.84,9830.57,6692.26,2516.59,1891.46,2334.52,2857.30,2284.49,2516.59,2341.94,9737.84,289.00,1672.48,8253.64,15702.12,9737.84,6479.31,155.7,12.6,2,0.36,0.26,0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
